image,text,true_label,predicted_label
flickr8k-images\2766765386_4c0beb939d.jpg,"['A lone surfer riding a huge wave in the ocean .', 'A man in a black wetsuit is surfing in the waves .', 'A surfer in a black wetsuit is riding a foamy wave .', 'A surfer in a black wetsuit surfs on a medium wave .', 'a surfer surfs a huge wave .']",1,0
flickr8k-images\2510560080_1439fe32f2.jpg,"['Children wearing helmets ride horses in a ring .', 'Kids are riding horses in a ring .', 'Two children are riding horses over sand near a white fence .', 'Two children wear helmets and ride horses over the sand inside a fenced area .', 'Two young girls are riding horses within a white fence .']",1,0
flickr8k-images\823697339_aadbeef495.jpg,"['a redheaded woman eating some food with a few people standing around her', 'A woman wearing black is standing by a woman with bright red hair outside a storefront .', 'People , one of which is a redhead , are standing near the entrance to a store .', 'Two girls stand outside of a shop .', 'Two women , one with red hair , stand outside a store .']",1,0
flickr8k-images\2710698257_2e4ca8dd44.jpg,"['A man is standing on top of rocks overlooking the ocean .', 'A man sands with his arms out on a rocky ledge in front of the ocean .', 'A man stands atop a rocky cliff over the water .', 'Man standing on the edge of rocks near an ocean .', 'Man standing on top of jagged rocks near the ocean .']",1,0
flickr8k-images\2632111399_b3c1630f8e.jpg,"['A boy catcher in a helmet , stretching out his gloved hand for a catch .', 'A catcher in a red and white uniform plays at a baseball game .', 'A catcher with a red shirt is standing in the dirt with his glove held out .', 'A child catcher reaching out his mitt to catch a ball .', 'The boy is bending down ready to catch the ball .']",1,0
flickr8k-images\3520617304_e53d37f0af.jpg,"['A military uniformed man performing a takedown maneuver on a similarly dressed man .', 'One Marine flips another one down .', 'One military man executes a combat move on another outside a gated facility .', 'One soldier throws another soldier with a shaved head onto the ground .', 'Two military men practicing a "" take-down "" maneuver .']",1,0
flickr8k-images\236095034_c983bdfbbf.jpg,"['A man climbing a rock-face .', 'A man is rock climbing with spotters below .', 'A man rock climbs while spotters wait below .', 'People are climbing a rock face .', 'The man is scaling up a large boulder with people spotting underneath .']",1,0
flickr8k-images\2991375936_bf4b0a7dc0.jpg,"['A child dressed in purple and an adult dressed in black .', ""a girl looks at a woman 's face ."", 'A little girl touches the face of an adult woman .', 'A young girl approaches an adult on a brick walkway .', ""A young girl with a worried look on her face touching a woman 's face who 's keeling down .""]",1,0
flickr8k-images\2173312932_269f9786fc.jpg,"['A brown dog and two white dogs are bounding after a ball .', 'A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .', 'There are two white dogs and one brown dog chasing a ball .', 'two white dogs and one brown dog jumping through the dirt after a tennis ball .', 'Two white dogs are playing with a brown dog and a ball .']",1,0
flickr8k-images\3047749814_621ed0786b.jpg,"['A person waving is hanging off a zip line .', 'A woman harnessed to a cable by a pulley .', 'A woman on a harness hanging from a rope waves at the camera .', 'A woman rapels through barren treetops .', 'A woman waves as she rides a zip line .']",1,0
flickr8k-images\3391924827_53b31542ce.jpg,"['A biker flies through the air near sand dunes .', 'A biker holds onto their bike while in the air with a mountin in the background .', 'A cyclist jumping into the air', 'A person in the air holding on to a bicycle .', 'A person jumps high in the air holding onto their bicycle .']",1,0
flickr8k-images\3088399255_1bd9a6aa04.jpg,"['Athletes on numbered horses congregate in a field .', 'Horses being ridden over green grass and jumping an obstacle .', 'Horses jumping a hurdle in a race .', 'Jockeys are racing their horses on the green field .', 'Seven jockeys riding horses in a race .']",1,0
flickr8k-images\3191805046_77c334b506.jpg,"['A man standing on a small metal structure on a snow-covered night .', 'A snowboarder performs a trick on a ledge , with pristine snowscapes surrounding him .', 'a young man jumping on a red railing', 'Snowboarder balances on low , wooden structure in snow .', 'This man dressed in white pants and blue shirt , is standing on a ledge in the snow .']",1,0
flickr8k-images\3286045254_696c6b15bd.jpg,"['A basketball player concentrating on keeping the ball from other players .', 'A basketball player holding a basketball .', 'The basketball player in blue is running between two players in white .', 'The man in blue has the basketball while the man on the left watches and the man on the right tries to stop him .', 'Two basketball teams compete .']",1,0
flickr8k-images\439492931_a96d590e40.jpg,"['A cluster of four brown dogs play in a field of brown grass .', 'Four dogs are together in the field of dry grass .', 'Four dogs in a grassy area .', 'Four medium-sized dogs wrestle with each other on a grass field .', 'Four small dogs play outside .']",1,0
flickr8k-images\3272847211_9e8a4f8308.jpg,"['A basketball player tries to aim for the goal while being blocked by other players .', 'A basketball player with several blockers .', 'A group of high school basketball players play a game .', 'a group of basketball players trying to get the ball from another player .', 'A young man in a white uniform holds a basketball surrounded by members of the opposing team wearing green .']",1,0
flickr8k-images\3375843443_8d9b242aa5.jpg,"['a lone skateboarder in midair with a huge wooden ramp and silver graffiti in the background', 'A male skateboarder Takes advantage of the half pipe .', 'A skateboarder high in the air at indoor ramp .', 'Man on skateboard , jumping through the air .', 'Skateboarder performing a trick high in the air on a ramp .']",1,0
flickr8k-images\2927878881_90b42fc444.jpg,"['A man holds a stick up for a dog to catch while another dog looks on at the beach .', 'A man plays with two dogs on the beach .', 'A man standing on a beach is playing with two dogs .', 'Someone playing with their dogs on the beach .', 'Two dogs play with a man on the beach .']",1,0
flickr8k-images\216172386_9ac5356dae.jpg,"['A bike sits atop a rise with mountains in the background .', 'A man wearing a red uniform and helmet stands on his motorbike .', 'A motocross bike is being ridden over rocks .', 'A motocross biker about to descend', 'The motorcyclist has reached the summit .']",1,0
flickr8k-images\3360823754_90967276ec.jpg,"['A boy jumps high on his skateboard .', 'A boy on a skateboard sliding on a rail .', 'A skateboarder rides the rails .', 'Man skateboarding', 'Tbe boy in the black t-shirt is jumping his skateboard over a railing near a path .']",1,0
flickr8k-images\923550133_ac9d7a2932.jpg,"['Two girls are sitting outside on the ground in front of a lake .', 'two girls sit beside a river under a tree', 'Two girls sit on the edge of a river .', 'Two girls sitting beside the water near a tree .', ""Two girls sit under a tree by the water 's edge .""]",1,0
flickr8k-images\979201222_75b6456d34.jpg,"['Two girls are walking arm in arm past an amusement arcade .', 'Two girls are walking away from the camera under a walkway .', 'Two girls in shorts walk towards casino signs .', 'two teenage girls walking down a mall breezeway .', 'two women walk on the sidewalk .']",1,0
flickr8k-images\3373243733_9aba7740ed.jpg,"['A person in a black jacket doing tricks on a motorbike .', 'A person on a bike doing a wheelie on a rock .', 'A person on a motorcycle doing a wheelie off of a rock .', 'A person rides their bicycle onto a rock and balances on one wheel .', 'The man is riding a motorcycle over jagged rocks .']",1,0
flickr8k-images\3040051410_6205682ba3.jpg,"['A man looks at a woman and she smiles .', ""A man looks at a woman 's face while they talk ."", 'a man stares at a lady .', 'A middle aged man is looking at the middle aged woman .', 'An older man gives a woman an amused look .']",1,0
flickr8k-images\1994416869_4dd769a806.jpg,"['A little girl in only socks and a necklace is being tossed in the air and caught .', 'A man is lifting a little girl above his head .', 'A man is spinning a little girl in the air above his head .', 'A naked little girl being thrown into the air .', ""A young child is held above a man 's head as her hair flies in the air .""]",1,0
flickr8k-images\478209058_21e2c37c73.jpg,"['A man in red climbs a rock in a field of snow , cliffs , and fallen boulders .', 'A man is rock climbing up a snowy , rocky mountain .', 'A man wearing a red shirt scales a rock in a boulder field .', 'A person climbing a large rock with many snow covered rocks in the background .', 'The person with the red long sleeved shirt is climbing a rock in the snow .']",1,0
flickr8k-images\3626964430_cb5c7e5acc.jpg,"['People playing cricket in the park , pine trees in the back .', 'People playing cricket on a field .', 'Some adults play Cricket on a nice day .', 'Some men are playing cricket in front of a white building .', 'The men stand together out on the lawn .']",1,0
flickr8k-images\2782480767_064c95eff2.jpg,"['A girl holds her breath underwater in a pool .', 'A girl is about to emerge from a swimming pool .', 'A girl underwater in a pool .', 'A little girl is swimming under the crystal blue water .', 'A young girl in a swimming pool is coming up for air after being underwater .']",1,0
flickr8k-images\111537222_07e56d5a30.jpg,"['A climber wearing a blue helmet and headlamp is attached to a rope on the rock face .', 'A man climbs a rocky wall .', 'a rock climber climbs a large rock .', 'A woman in purple snakeskin pants climbs a rock .', 'Person with blue helmet and purple pants is rock climbing .']",1,0
flickr8k-images\3091382602_60b9b53ed1.jpg,"['A man in a white shirt and a man in a black shirt in a hallway .', 'A man in black and one in white posing indoors .', 'Two guys act silly and pose for a photo .', 'Two men are making hand gestures and posing for a picture .', 'Two smiling young men look at the camera .']",1,0
flickr8k-images\3006095077_1992b677f8.jpg,"['A couple of men in hats posing for a picture by a gas station .', 'Two guys wearing jackets .', 'Two men in hats pose together .', 'Two men wearing hats .', 'Two men wearing hats stand together and smile .']",1,0
flickr8k-images\2524084967_a5e011b73d.jpg,"['A cyclist is performing a jump next to a black advertising banner .', 'A male doing a bicycle trick in midair .', 'A man in a white t-shirt jumping something on his yellow bike .', 'A trick cyclist takes air .', 'The man is performing a trick off a ramp with a bicycle .']",1,0
flickr8k-images\2528552898_9e49a7033f.jpg,"['A yellow car is driving away from the water .', 'A yellow race car is driving on a track in front of a group of people .', 'A yellow race car is driving through water on the race course .', 'A yellow race car sliding through a corner as spectators watch .', 'A yellow race car in a curve , with smoke behind it .']",1,0
flickr8k-images\3176072448_b84c99cf7f.jpg,"['One lady is drinking something while the other is preoccupied .', 'The brown hair woman in the blue fleece sits beside a white hair woman .', 'Two women eating , one elderly and one middle-aged .', 'Two women , one looking down , the other drinking .', 'Two women , the younger one is looking down , the older is drinking .']",1,0
flickr8k-images\3636491114_ab34dac833.jpg,"['A person doing the backstroke in an outdoor pool .', 'A person swimming in a pool next to some chairs and a table .', 'A swimmer doing backstrokes in a pool', 'Person doing backstroke in pool', 'The person is swimming on their back in a pool .']",1,0
flickr8k-images\3543600125_223747ef4c.jpg,"['A lady laughs as she and a man drink coffee .', 'A man and a girl are sitting down and have a drink .', 'A man and a woman are drinking from ceramic cups in front of a brick wall .', 'a woman in black is sitting next to a man wearing glasses in a coffee shop .', 'People sitting in building having drinks']",1,0
flickr8k-images\3528966521_2e871ff6a1.jpg,"['Joggers running down a rural road in a race .', 'Marathon runners on a road in front of a mountain ridge .', 'People running down a two lane road .', 'Runners run down the road with mountains in the background .', 'Several people run down a highway with mountains in the background .']",1,0
flickr8k-images\1363843090_9425d93064.jpg,"['A black dog retrieves a cloth from a streambed .', 'A dog drags a white rag through an almost-dried up creek .', 'A dog is wading in a river with a towel in its mouth .', 'A dog walking through a small stream with a rag in his mouth .', 'A dog walking through a stream carrying a white towel in its mouth']",1,0
flickr8k-images\2139519215_8ca16dd192.jpg,"['A girl walks next to a pool .', 'A young girl in a blue and pink bathing suit runs around a pool .', 'Girl running next to a pool .', 'The girl in a bathing suit runs past the blue pool .', 'The girl in the aqua two piece swimsuit is in front of the aqua pool .']",1,0
flickr8k-images\334737767_7f344eee16.jpg,"['A black and tan dog running in a field', 'a brown and black dog running through a large grassy field .', 'A dog gets ready to catch something in the grass .', 'A tan and black dog runs over a green field with its mouth open .', 'The tan and black dog is running across the grass .']",1,0
flickr8k-images\359173181_a75c950aeb.jpg,"['A dog leaps through a snowy field .', 'A dog runs through snow covered ground , near a tree .', 'A dog runs through snow with a big tree in the distance .', 'Dog races through grass by lone tree .', 'The brown , furry animal is walking in the snowy grass with a tree behind him .']",1,0
flickr8k-images\2923825744_ca125353f0.jpg,"['A football player is running with the ball .', 'A football player running with football under his arm .', 'A man in a football uniform is running with a football during a game .', 'One man in a blue jersey is running holding a football', 'The football player in black runs with the football .']",1,0
flickr8k-images\1294578091_2ad02fea91.jpg,"['A female artist showing her painting and signing a paper .', 'A man on a phone and woman sitting near a painting .', 'A woman drawing portrait while a man on a cellphone watches .', 'A woman writing on a notepad near a portrait outdoors', ""Standing man on phone with seated woman writing , near artist 's outdoor display .""]",1,0
flickr8k-images\3593222804_c187808ac3.jpg,"['A collage of stop-action surfing pictures .', 'A man surfing in rough water', 'A surfer on a yellow surfboard is splashing up water onto another surfer .', 'The man on the brown surfboard has created a large splash that soaks the two other surfers standing by .', 'Three people are surfing and splashing in some water .']",1,0
flickr8k-images\2800758232_d7fa598065.jpg,"['A man and a woman are staring into the ocean .', 'A man looking at a woman looking at water .', 'a young couple staring in front of the ocean .', 'Two people looking at a rocky view', 'Two women in coats look out into the surf .']",1,0
flickr8k-images\3296500180_0d7a6650dc.jpg,"['A kid is jumping his bike over a fence .', 'A man jumps a bicycle down a porch stairway too close to the fence .', 'Man jumping over a rusty fence on a blue bicycle .', 'Narrow streetway in old village .', 'The boy is on blue bike and is above a fence .']",1,0
flickr8k-images\322050103_145f7233c6.jpg,"['A city street is busy with people as one person walks across the crosswalk .', 'A man crosses the street next to a light rail station .', 'A man crossing an intersection and others are walking', 'A woman in a blue hat and coat is crossing the road on a pedestrian crossing .', 'Man walking in the street under green lights']",1,0
flickr8k-images\2877159456_ea4a46b0d2.jpg,"['A man and a woman with three bikes and a silver car .', 'A man and woman with bicycles stand by a silver car .', 'A man , woman and three bicycles are resting by a silver car .', 'Two bicyclists stand by a silver car with three bikes .', 'Two bike riders standing with 3 bikes parked at the car .']",1,0
flickr8k-images\1784309115_0ad6791146.jpg,"['A girl in the bathing suit talking to a guy .', 'A woman in a bikini is talking to a regularly dressed man on a bridge', 'A woman in a small pink bikini chats on a cellphone while a man looks on outside a city shop .', 'A woman in a string bathing suit with a man on a boardwalk on a foggy day .', 'A woman in a pink bikini next to a man in brown .']",1,0
flickr8k-images\3606942887_1159d92548.jpg,"['A man in blue goggles is in the swimming pool .', 'A man with a blue , yellow and green swimming cap is wearing goggles and swimming .', 'A swimmer doing the breaststroke in a pool .', 'A swimmer swimming butterfly in a pool', 'The swimmer is wearing a green and yellow hat and goggles .']",1,0
flickr8k-images\3229519418_040f05ced1.jpg,"['a group of people get into special order .', 'Eight men and women are posed with arms outstretched in a step fashion .', 'Eight people are standing behind each other with arms stretched out to look like a tree .', 'Eight people pose in a line .', 'This group of people are posed , progressively higher , one behind the other .']",1,0
flickr8k-images\3744832122_2f4febdff6.jpg,"['A boy pitches in a baseball game .', 'A boy winding up for a pitch .', 'A young baseball player winds up to throw the ball .', 'A young person pitches in a baseball game .', 'The baseball player is throwing the ball .']",1,0
flickr8k-images\3329777647_5e1fd503ac.jpg,"['A born dog carries some fruit in his mouth while two other dogs follow him .', 'One dog carries a ball as it is being chased by two more dogs .', 'Three dogs play in the park with the brown dog getting the ball .', 'Two dogs chase another dog that has a ball .', 'Two large dogs chase after another dog that has a ball in his mouth and runs from them .']",1,0
flickr8k-images\3050976633_9c25cf6fa0.jpg,"['A group of men playing against each other in a football match .', 'five men playing in a soccer game', 'People outside playing soccer .', 'Rugby players competing in a match .', 'These people are playing a soccer type game .']",1,0
flickr8k-images\2588625139_fdf6610218.jpg,"['Two boys in denim play with hula hoops', 'Two boys play with a hula hoop in the yard .', 'Two children are playing in the yard and one has hula hoops around him .', 'Two children with hula-hoops .', 'Two young boys playing with hula-hoops .']",1,0
flickr8k-images\3185695861_86152b2755.jpg,"['A black and white dog catching a tennis ball in his mouth .', 'A dog stands in a field with a tennis ball in his mouth .', 'A dog with a ball in a grassy field .', 'A dog with a ball in its mouth sitting outside .', 'The black and white dog catches the tennis ball in his mouth .']",1,0
flickr8k-images\3527524436_a54aca78a9.jpg,"['A man in a tutu waterskies in a lake surrounded by snow .', 'A man waterskiing during the winter time as people watch', 'A waterskier moves through the water .', 'Figure dressed in a black tutu is on jet-skis .', 'Person in black shirt and black tutu waterskiing with hands over head and people in the background .']",1,0
flickr8k-images\3544573946_e03aebbfde.jpg,"['A girl wearing red and blue clothing poses for a man kneeling to take her picture .', 'A man takes a picture of a girl with a patriotic outfit .', 'A person taking a photograph of a child in a colourful outfit .', 'A young girl in red poses for a camera .', 'A young girl posing for a man to take a photograph near a parking lot .']",1,0
flickr8k-images\380590140_25b9889772.jpg,"['a busy highway scene with a woman crossing a crosswalk on the left', 'A lady crosses a busy road on the crosswalk .', 'A woman crosses a street while traffic lines up in the opposite direction .', 'Street with traffic with one person in crosswalk , two others at corner and one person sitting on ground .', 'Woman walking in crosswalk near a busy street .']",1,0
flickr8k-images\3118505332_b0792489b5.jpg,"['A man and a woman pose for the camera with pursed lips .', 'a man and a woman posing for a picture', 'A man and a woman smile as they dance .', 'A man and woman making funny faces for picture .', 'A woman and a man with a blue shirt are posing for a photograph .']",1,0
flickr8k-images\410413536_11f1127c46.jpg,"['A man kneels on a dock while a dog jumps in the water next to him .', 'A man on a narrow dock plays with his dog that is jumping out of the water .', 'A woman kneeling on a dock throws a ball to a dog that is jumping in the water .', 'A woman kneels at the edge of a dock reaching toward a dog leaping nearby in the water .', 'Dog leaps from water while woman kneels on the dock playing with him']",1,0
flickr8k-images\3048380686_732db55281.jpg,"['A goalie blocking the goal with assistance from a teammate during a hockey game .', 'A hockey player tries to make a goal while the goalie and another player look on .', 'A hockey play shooting for a goal in a professional game .', 'Hockey players scramble in front of the goal .', 'The goalie with the white jersey allowed a goal by the player on the red team .']",1,0
flickr8k-images\2434074318_e35a567220.jpg,"['A male hiker wearing a brown hat is standing next to a triangular monument on the top of a mountain .', 'A man stands at the peak of a mountain and has his hand on a monument .', 'A man stands near a statue on a mountaintop .', 'A man stands on a peak near a statue .', 'A man with a hat stands next to a pyramid-shaped monument on a cliff .']",1,0
flickr8k-images\3433470650_a8b1c27173.jpg,"['A group of men walk along a road divided with yellow ropes .', 'A group of men walk on a street with yellow ribbon in front of a white and red building .', 'A group of middle eastern men are walking down a street in front of a building .', 'Man in maroon turban standing in road while people walk past', 'Many people are walking down a road in both directions , some are wearing turbans']",1,0
flickr8k-images\3056530884_27766059bc.jpg,"['Two dark haired girls are on a tire swing .', 'Two girls are swinging together on a tire swing .', 'Two girls swing on a tire swing .', 'Two laughing girls swing in a tire swing .', 'Two young girls laughing on a tire swing .']",1,0
flickr8k-images\2259336826_0cb294e1f7.jpg,"['Men dressed in winter clothing stand against a railing on a snowy street', 'Two men are standing outside in the snow .', 'two men each wearing jackets leaning on a railing near a snowy road', 'Two men lean against fence on snowy , urban street corner .', 'Two men standing near a city street in the winter .']",1,0
flickr8k-images\3084380974_268a0f9236.jpg,"['a lone surfer diving into a large wave', 'A man in a wetsuit is surfing on blue water .', 'A man on surfboard dives over a large wave .', 'A surfer in a full body wetsuit in the ocean with a white surfboard .', 'A surfer in a wetsuit crests a wave .']",1,0
flickr8k-images\3278777548_290b881018.jpg,"['Four people are walking on a bridge .', 'Four people walk on a bridge over a body of water .', 'People walking on a bridge over water .', 'Several people are walking along a narrow bridge over some water .', 'several people walking in a line acroos a distant bridge']",1,0
flickr8k-images\2127207912_9298824e66.jpg,"['The two people are standing on a rock , holding themselves up against another rock , while looking down', 'Three people make their way through rocky terrain .', 'Three people participate in rock climbing .', 'Two female hikers hang onto a rock in front of them while looking down into a deep crevice .', 'Two people wearing backpacks and a woman in red shorts are standing on some large rock formations .']",1,0
flickr8k-images\327997381_55f90dc834.jpg,"[""A hair dresser is applying permed on a client 's hair in a salon ."", 'A woman in a salon gets her hair colored and permed', 'A woman is getting her hair done at a salon .', 'The woman who is standing is looking at the hair of the woman who is sitting .', 'Woman in salon is giving her customer a perm .']",1,0
flickr8k-images\2713897716_c8cd610360.jpg,"['A black and white dog is playing with a ball that has a tear in it .', 'A black and white dog playing with a broken volleyball', 'A black and white dog playing with a white ball in a sparse brown field .', 'A black and white dog plays with a tattered volleyball in a brown field .', 'Dog playing with ball in dried up field']",1,0
flickr8k-images\2540750172_070250ece5.jpg,"['a family takes a ride on a yellow boat .', 'A group of people sitting in a boat talking .', 'People enjoy time on boat .', 'Several people are on a white boat .', 'There are seven people on a yellow and white boat .']",1,0
flickr8k-images\2708176152_1634cb754d.jpg,"['A group of bicyclists in a race .', 'A group of people in a bicycle race .', 'A group of people ride bicycles around a curve on a racetrack .', 'Group of cyclists in riding gear with helmets .', 'Men race on bicycles on track .']",1,0
flickr8k-images\2228167286_7089ab236a.jpg,"['A baby with an airplane on his shirt sits in a high chair .', 'a boy sits in his seat .', 'A little boy in a beige outfit .', 'A toddler is sitting down .', 'Toddler boy wearing airplane shirt , in stroller with large beads .']",1,0
flickr8k-images\3110174991_a4b05f8a46.jpg,"['A man and a woman stare at the ground .', 'A man is helping someone put on a fancy robe .', 'A man wearing a dark suit looks down as another person dressed in black and white does the same .', 'The bald woman is standing smiling next to a frowning man .', 'Two men talk and laugh .']",1,0
flickr8k-images\2709275718_73fcf08c23.jpg,"['A male wearing a blue shirt is holding a cup in hand while staring at the camera .', 'A man in a short Mohawk and beard .', 'A man with a Mohawk and a shirt saying "" -ependent "" faces the camera', 'A man with a Mohawk is holding a cup .', 'A man with a Mohawk smiles at the camera .']",1,0
flickr8k-images\3697003897_d8ac13be9a.jpg,"['a man wearing inline skates is skating down a cement wall', 'A rollerblader is sliding down a railing .', 'A skater slides down a wall beside a long staircase .', 'A teenage boy is riding a skateboard on the stone handrail of a flight of outdoor steps .', 'The in-line skater slides down the wall .']",1,0
flickr8k-images\359082432_c1fd5aa2d6.jpg,"['A lab dog is standing on a fallen tree trunk with a guy in the background .', 'A man and a dog are standing on a tree that has fallen over to the ground .', 'A man watches his yellow dog hunt for something from on top of a fallen tree .', 'A man watching his dog standing on a dead tree trunk .', 'a tan dog climbing over a bare tree trunk with a man standing in the background']",1,0
flickr8k-images\455611732_d65bf3e976.jpg,"['A hiker walks on rocky ground at the base of a foggy mountain .', 'A lone hiker walking on dirt with a snowy mountain background .', 'A person is hiking along rough terrain with fog and mountains in the background .', 'Distant person with blue backpack hiking in rocky area , mountains in background .', 'The person is hiking .']",1,0
flickr8k-images\230016181_0c52b95304.jpg,"['A person and their tan dog go for a ride in a rowboat .', 'A woman and a dog rowing down a wide river .', 'a woman wearing an orange jacket sitting in a canoe on a lake with a dog behind her', 'A woman with a dog canoe down a river .', 'Woman and dog in rowboat on the water .']",1,0
flickr8k-images\3328247381_a9f7fb4898.jpg,"['two boys , one in yellow shorts and one in red shorts , are playing with body boards in the ocean .', 'Two children are practicing boogie boarding in the ocean .', 'Two children with wake-boards are standing in deep water .', 'Two young boys in the water with small surfboards .', 'Two young boys with boogie boards stand knee deep in water .']",1,0
flickr8k-images\3264350290_f50494e835.jpg,"['A boy does skateboard tricks on a railing .', 'A boy grinds a ledge on his skateboard .', 'A boy is balancing his skateboard on a cement wall .', 'A boy performs a skateboard trick in a parking lot .', 'A skateboarder attempts a trick on the side of a low wall .']",1,0
flickr8k-images\502783522_3656f27014.jpg,"['A black dog running .', 'A black dog is running through a wooded area .', 'A black dog running through the forest .', 'Dog running through the woods .', 'The dog rounds the curve coming out of the woods .']",1,0
flickr8k-images\3116379964_86986750af.jpg,"['A dog and two people .', 'A dog looks on as a woman eats .', 'A dog sits between a man and a woman while they are eating .', 'A man and a woman at a meal , with a dog between them .', 'A woman eats while a dog sits next to her and a man .']",1,0
flickr8k-images\3373069977_bc73e9e409.jpg,"['Snowboarders are jumping their boards off a mound of snow .', 'Snowboarders do tricks on mountain .', 'Three people make snowboard jumps .', 'Two people ride their snowboards high above a snowy ramp .', 'two snowboarders jump .']",1,0
flickr8k-images\3339319023_5dcc3ef81a.jpg,"['A baseball player swings at a baseball .', 'A batter prepares to swing at a ball .', 'Ballplayers in blue and white uniforms are on the field playing baseball .', 'Catcher crouches behind baseball hitter .', 'The man in the dark blue jersey is holding a bat , and the catcher is holding his mitt out .']",1,0
flickr8k-images\241345770_9f8aa6723c.jpg,"['A group of football players are playing football .', 'A quarterback gets ready to throw the football .', 'A quarterback ready to pass the football in the middle of a play .', 'A quarterback scans the football field while the offensive line protects him .', 'There is a notre dame quarterback dropping back into the pocket at a game .']",1,0
flickr8k-images\782017931_75d92bb7a4.jpg,"['A couple is standing against a railing looking at a beautiful lake and sunset .', 'A couple takes in the view at the water at dusk .', 'The couple is standing by the railing overlooking the water .', 'Two people stand against the railing above the water and watch the sunset .', 'Two people stand close together looking at a river from behind a fence .']",1,0
flickr8k-images\1280147517_98767ca3b3.jpg,"['A boat on a lake .', 'A wakeboarder flies sideways in the air .', 'A waterskier performs tricks .', 'A waterskiing man does a flip behind a speedboat .', 'The waterskier does a flip behind a boat .']",1,0
flickr8k-images\3482474257_a88bfe5c57.jpg,"['A blond gear with a pink shirt is blowing on a dandelion .', 'A girl blows on a dandelion .', 'A young girl blowing on a dandelion puff .', 'A young girl is blowing on a dandelion .', 'A young girl is preparing to blow on a dandelion in her hand .']",1,0
flickr8k-images\422756764_e7eaac76bf.jpg,"['A brown dog is chasing after a yellow ball .', 'A brown dog is playing ball in a yard .', 'A dog chases after a yellow ball .', 'A puppy playing with a ball .', 'a small dog with a blue color fetching a yellow ball']",1,0
flickr8k-images\1424237335_b3be9920ba.jpg,"['Two children hang from a metal bar close to the ground .', 'Two little girls are hanging by their arms from a metal bar .', 'Two little girls hang on a bar in front of a wooden fence .', 'Two little girls , wearing pink hanging on a tube .', 'Two smiling little blonde girls in pink pants swing from a metal bar .']",1,0
flickr8k-images\2500826039_165e75b20c.jpg,"['A couple kisses .', 'a couple kisses on a busy sidewalk .', 'A couple kisses on the busy street .', 'A man and a woman with a purse on her shoulder kissing each other while standing in a crowd .', 'The couple embrace on the street .']",1,0
flickr8k-images\2528489543_546c1ca81f.jpg,"['A boy splashes into a pool , ejected from a water slide .', 'A boy stands in the pool at the bottom of a blue water slide .', 'A child makes a splash in the pool as he emerges from the water chute .', 'A girl splashes in the water near a big blue water slide .', 'One blue and one green water slide .']",1,0
flickr8k-images\1876536922_8fdf8d7028.jpg,"['Two dogs are running through water carrying a rope and red float in their mouths .', 'Two dogs carry a toy out of the ocean .', 'Two dogs carrying a red toy in their mouths and running in water .', 'Two dogs carry one object while wading in the ocean .', 'Two dogs run through the water and both hold the same toy in their mouths .']",1,0
flickr8k-images\279230262_e541f9b670.jpg,"['A black dog is in midair as a woman behind it cheers .', 'A black dog leaps in the air while a woman yells in the background .', 'a black dog running really fast with a blond woman running after him in the background .', 'A woman in a blue shirt is running behind a black dog .', 'woman running after dog']",1,0
flickr8k-images\2403544744_cba152f5c1.jpg,"['A dog runs by two cows .', 'A light brown dog is playing in front of two spotted cows .', 'Dog herding cows', 'Dog running in front of two white and brown cows .', 'Two cows stand nearby while a dog races past both of them .']",1,0
flickr8k-images\361183669_52be9662b9.jpg,"['people are getting ready to set sail on a boat', 'People on a boat carrying equipment .', 'Three men prepare to set sail on a sailboat .', 'Three people are organizing diving equipment on the deck of a boat .', 'Three people riding on a blue and white boat .']",1,0
flickr8k-images\2545192257_142fe9e2de.jpg,"['A black and white dog hopes a toy is thrown his way after a gray and white one receives one .', 'A black and white dog near a grey and white dog on beige carpet .', 'Two big dogs play in a room in a house .', 'two dogs are on the carpet in front of a cardboard box .', 'Two dogs in a house playing with toys .']",1,0
flickr8k-images\3251234434_d01e25a50a.jpg,"['A warmly dressed woman in black kneels with a small tan dog near a crowd of onlookers .', 'A woman in winter clothing kneels next to a small brown and white dog in the snow .', 'A woman kneeling in the snow attaching a harness on a small tan dog .', 'A woman puts a harness on her small brown dog while in the snow .', 'The woman is holding the harness that the brown and white dog is wearing .']",1,0
flickr8k-images\1579198375_84b18e003a.jpg,"['A band performs in a dimly lit setting .', 'A female performer singing with her band .', 'A woman sings in a club with a guitarist behind her .', 'A woman sings into a microphone by a guy playing a guitar .', 'Woman singing with a microphone next to a person playing guitar .']",1,0
flickr8k-images\3433567526_00b5a70319.jpg,"['A dog running outside .', 'A light brown dog is running in a grassy area .', 'A long-haired dog is running across the grass toward the camera , its tongue hanging out of its open mouth .', 'Brown and white dog running through a grassy field .', 'Dog running in a field .']",1,0
flickr8k-images\538825260_a4a8784b75.jpg,"['A girl drinking from a water fountain .', 'A girl is drinking from a drinking fountain .', 'a girl takes a sip from the water fountain .', 'A woman with a green shirt takes a drink from a water fountain .', 'The girl is taking a drink from a water fountain .']",1,0
